Rk,Player,Yds,Day,G#,Week,Date,Age,Team,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,Pos.,
,Trayveon Williams,4,Sun,2,2,9/17/2023,25-334,CIN,,BAL,L 24-27,2,2,4,2,0,100,2,,0,RB,
,Cam Akers,3,Sun,5,5,10/8/2023,24-108,MIN,,KAN,L 20-27,2,2,3,1.5,0,100,1.5,,0,RB,
,Jake Bobo,3,Sun,2,2,9/17/2023,25-044,SEA,@,DET,W 37-31 (OT),1,1,3,3,0,100,3,,0,WR,
,Matt Breida,3,Sun,5,5,10/8/2023,28-222,NYG,@,MIA,L 16-31,1,1,3,3,0,100,3,,0,RB,
,Michael Burton,3,Sun,1,1,9/10/2023,31-221,DEN,,LVR,L 16-17,1,1,3,3,0,100,3,1,100,FB,
,Michael Carter,3,Sun,2,2,9/17/2023,24-133,NYJ,@,DAL,L 10-30,2,1,3,3,0,50,1.5,1,50,RB,
,Michael Carter,3,Sun,3,3,9/24/2023,24-140,NYJ,,NWE,L 10-15,1,1,3,3,0,100,3,,0,RB,
,Derius Davis,3,Sun,3,3,9/24/2023,23-013,LAC,@,MIN,W 28-24,1,1,3,3,0,100,3,,0,WR,
,Pat Freiermuth,3,Sun,1,1,9/10/2023,24-320,PIT,,SFO,L 7-30,4,1,3,3,1,25,0.8,1,25,TE,
,Michael Gallup,3,Sun,2,2,9/17/2023,27-197,DAL,,NYJ,W 30-10,2,1,3,3,0,50,1.5,,0,WR,
,Reggie Gilliam,3,Sun,2,2,9/17/2023,26-028,BUF,,LVR,W 38-10,1,1,3,3,0,100,3,,0,FB,
,Najee Harris,3,Sun,5,5,10/8/2023,25-213,PIT,,BAL,W 17-10,1,1,3,3,0,100,3,0,0,RB,
,Peyton Hendershot,3,Sun,3,3,9/24/2023,24-154,DAL,@,ARI,L 16-28,1,1,3,3,0,100,3,,0,TE,
,Rakim Jarrett,3,Sun,4,4,10/1/2023,22-250,TAM,@,NOR,W 26-9,1,1,3,3,0,100,3,,0,WR,
,Dalton Kincaid,3,Sun,3,3,9/24/2023,23-341,BUF,@,WAS,W 37-3,2,2,3,1.5,0,100,1.5,,0,TE,
,Alexander Mattison,3,Sun,4,4,10/1/2023,25-104,MIN,@,CAR,W 21-13,1,1,3,3,0,100,3,0,0,RB,
,Isaiah McKenzie,3,Sun,3,3,9/24/2023,28-168,IND,@,BAL,W 22-19 (OT),1,1,3,3,0,100,3,,0,WR,
,Trent Sherfield,3,Sun,5,5,10/8/2023,27-225,BUF,,JAX,L 20-25,1,1,3,3,0,100,3,,0,WR,
,Ben Skowronek,3,Mon,3,3,9/25/2023,26-090,LAR,@,CIN,L 16-19,1,1,3,3,0,100,3,,0,WR,
,Tyjae Spears,3,Sun,3,3,9/24/2023,22-101,TEN,@,CLE,L 3-27,4,4,3,0.8,0,100,0.8,,0,RB,
,Rhamondre Stevenson,3,Sun,3,3,9/24/2023,25-213,NWE,@,NYJ,W 15-10,4,1,3,3,0,25,0.8,0,0,RB,
,Cole Strange,3,Sun,2,2,9/17/2023,25-048,NWE,,MIA,L 17-24,0,0,3,,0,,,,,OL,
,Ke'Shawn Vaughn,3,Sun,4,4,10/1/2023,26-150,TAM,@,NOR,W 26-9,1,1,3,3,0,100,3,,0,RB,
,Kenneth Walker III,3,Sun,1,1,9/10/2023,22-325,SEA,,LAR,L 13-30,5,4,3,0.8,0,80,0.6,1,40,RB,
,Jordan Akins,2,Mon,2,2,9/18/2023,31-152,CLE,@,PIT,L 22-26,1,1,2,2,0,100,2,,0,TE,
,Chase Brown,2,Sun,5,5,10/8/2023,23-201,CIN,@,ARI,W 34-20,1,1,2,2,0,100,2,,0,RB,
,Harrison Bryant,2,Sun,4,4,10/1/2023,25-161,CLE,,BAL,L 3-28,1,1,2,2,0,100,2,0,0,TE,
,Parris Campbell,2,Sun,1,1,9/10/2023,26-056,NYG,,DAL,L 0-40,4,1,2,2,0,25,0.5,,0,WR,
,Tyler Conklin,2,Mon,1,1,9/11/2023,28-043,NYJ,,BUF,W 22-16 (OT),1,1,2,2,0,100,2,,0,TE,
,Dalvin Cook,2,Sun,4,4,10/1/2023,28-052,NYJ,,KAN,L 20-23,1,1,2,2,0,100,2,,0,RB,
,Clyde Edwards-Helaire,2,Sun,3,3,9/24/2023,24-166,KAN,,CHI,W 41-10,1,1,2,2,0,100,2,0,0,RB,
,Travis Etienne,2,Sun,2,2,9/17/2023,24-234,JAX,,KAN,L 9-17,3,2,2,1,0,66.7,0.7,,0,RB,
,Pat Freiermuth,2,Mon,2,2,9/18/2023,24-328,PIT,,CLE,W 26-22,1,1,2,2,0,100,2,,0,TE,
,Jahmyr Gibbs,2,Sun,3,3,9/24/2023,21-188,DET,,ATL,W 20-6,2,1,2,2,0,50,1,0,50,RB,
,Antoine Green,2,Sun,2,2,9/17/2023,23-306,DET,,SEA,L 31-37 (OT),1,1,2,2,0,100,2,,0,WR,
,Najee Harris,2,Sun,1,1,9/10/2023,25-185,PIT,,SFO,L 7-30,2,2,2,1,0,100,1,0,50,RB,
,Chuba Hubbard,2,Sun,3,3,9/24/2023,24-105,CAR,@,SEA,L 27-37,3,2,2,1,0,66.7,0.7,,0,RB,
,Roschon Johnson,2,Sun,4,4,10/1/2023,22-243,CHI,,DEN,L 28-31,1,1,2,2,0,100,2,,0,RB,
,Kwamie Lassiter II,2,Sun,5,5,10/8/2023,25-260,CIN,@,ARI,W 34-20,1,1,2,2,0,100,2,,0,WR,
,Michael Mayer,2,Sun,2,2,9/17/2023,22-073,LVR,@,BUF,L 10-38,1,1,2,2,0,100,2,,0,TE,
,Trey McBride,2,Sun,3,3,9/24/2023,23-306,ARI,,DAL,W 28-16,1,1,2,2,0,100,2,,0,TE,
,Elijah Mitchell,2,Thu,3,3,9/21/2023,25-142,SFO,,NYG,W 30-12,3,3,2,0.7,0,100,0.7,0,33.3,RB,
,Giovanni Ricci,2,Sun,1,1,9/10/2023,26-329,CAR,@,ATL,L 10-24,1,1,2,2,0,100,2,,0,TE,
,Jeremy Ruckert,2,Sun,5,5,10/8/2023,23-058,NYJ,@,DEN,W 31-21,1,1,2,2,0,100,2,,0,TE,
,Deuce Vaughn,2,Sun,4,4,10/1/2023,21-333,DAL,,NWE,W 38-3,1,1,2,2,0,100,2,,0,RB,
,Jameson Williams,2,Sun,5,5,10/8/2023,22-196,DET,,CAR,W 42-24,3,2,2,1,0,66.7,0.7,,0,WR,
,Kyren Williams,2,Sun,1,1,9/10/2023,23-015,LAR,@,SEA,W 30-13,2,0,2,,0,0,1,0,0,RB,
,Daniel Bellinger,1,Sun,1,1,9/10/2023,22-353,NYG,,DAL,L 0-40,1,1,1,1,0,100,1,,0,TE,
,Matt Breida,1,Thu,3,3,9/21/2023,28-205,NYG,@,SFO,L 12-30,3,3,1,0.3,0,100,0.3,0,33.3,RB,
,Clyde Edwards-Helaire,1,Sun,4,4,10/1/2023,24-173,KAN,@,NYJ,W 23-20,1,1,1,1,0,100,1,,0,RB,
,Gus Edwards,1,Sun,4,4,10/1/2023,28-171,BAL,@,CLE,W 28-3,3,2,1,0.5,0,66.7,0.3,0,33.3,RB,
,Eric Gray,1,Sun,5,5,10/8/2023,23-338,NYG,@,MIA,L 16-31,1,1,1,1,0,100,1,,0,RB,
,Taysom Hill,1,Sun,5,5,10/8/2023,33-046,NOR,@,NWE,W 34-0,1,1,1,1,0,100,1,0,0,TE/QB,
,Keith Kirkwood,1,Sun,5,5,10/8/2023,28-286,NOR,@,NWE,W 34-0,1,1,1,1,0,100,1,,0,WR,
,Ray-Ray McCloud,1,Sun,5,5,10/8/2023,26-358,SFO,,DAL,W 42-10,1,1,1,1,0,100,1,,0,WR,
,Latavius Murray,1,Sun,5,5,10/8/2023,33-263,BUF,,JAX,L 20-25,1,1,1,1,0,100,1,,0,RB,
,Luke Musgrave,1,Thu,4,4,9/28/2023,23-026,GNB,,DET,L 20-34,1,1,1,1,0,100,1,,0,TE,
,Luke Schoonmaker,1,Sun,2,2,9/17/2023,24-354,DAL,,NYJ,W 30-10,1,1,1,1,1,100,1,1,100,TE,
,Tyjae Spears,1,Sun,1,1,9/10/2023,22-087,TEN,@,NOR,L 15-16,4,1,1,1,0,25,0.3,0,0,RB,
,Kadarius Toney,1,Thu,1,1,9/7/2023,24-223,KAN,,DET,L 20-21,5,1,1,1,0,20,0.2,,0,WR,
,Tommy Tremble,1,Sun,5,5,10/8/2023,23-128,CAR,@,DET,L 24-42,1,1,1,1,1,100,1,1,100,TE,
,C.J. Uzomah,1,Sun,4,4,10/1/2023,30-260,NYJ,,KAN,L 20-23,1,1,1,1,1,100,1,1,100,TE,
,Deuce Vaughn,1,Sun,5,5,10/8/2023,21-340,DAL,@,SFO,L 10-42,1,1,1,1,0,100,1,,0,RB,
,Ameer Abdullah,0,Sun,1,1,9/10/2023,30-089,LVR,@,DEN,W 17-16,1,0,0,,0,0,0,,0,RB,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
